Cruise,Cruise_ID_2,Year_local,Month_local,ScientificName_accepted,d_1m,d_7m,d_15m,d_25m,d_35m,d_55m,d_75m,d_100m,Total_sum
40,CAR-040,1999,3,Guinardia delicatula,0,0,0,0,0,0,0,0,0
40,CAR-040,1999,3,Guinardia flaccida,0,0,0,0,0,0,0,0,0
40,CAR-040,1999,3,Guinardia striata,0,0,0,0,0,0,0,0,0
40,CAR-040,1999,3,Haslea wawrikae,0,0,0,0,0,0,0,0,0
40,CAR-040,1999,3,Helicotheca tamesis,0,0,0,0,0,0,0,0,0
40,CAR-040,1999,3,Hemiaulus hauckii,0,0,0,0,0,0,0,0,0
40,CAR-040,1999,3,Hemiaulus sinensis,0,0,0,0,0,0,0,0,0
40,CAR-040,1999,3,Lauderia annulata,0,0,0,0,0,0,0,0,0
40,CAR-040,1999,3,Leptocylindrus danicus,0,0,0,0,0,0,0,0,0
40,CAR-040,1999,3,Leptocylindrus mediterraneus,0,0,0,0,0,0,0,0,0
40,CAR-040,1999,3,Leptocylindrus minimus,0,0,0,0,0,0,0,0,0
40,CAR-040,1999,3,Navicula sp.,0,0,0,0,0.048,0,0,0,0.048
40,CAR-040,1999,3,Nitzschia fluminensis,0,0,0,0,0,0,0,0,0
40,CAR-040,1999,3,Nitzschia longissima,0,0,0,0,0,0,0,0,0
40,CAR-040,1999,3,Proboscia alata,0,0.19,0,0,0,0,0,0,0.1915
40,CAR-040,1999,3,Pseudo-nitzschia pungens,0,0,0,0,0,0,0,0,0
40,CAR-040,1999,3,Pseudo-nitzschia seriata,0,0,0,0,0,0,0,0,0
40,CAR-040,1999,3,Pseudo-nitzschia sp.,0,0,0,0,0.048,0,0,0,0.048
40,CAR-040,1999,3,Rhizosolenia setigera,0,0,0,0,0,0,0,0,0
40,CAR-040,1999,3,Rhizosolenia styliformis,0,0,0,0,0,0,0,0,0
40,CAR-040,1999,3,Skeletonema costatum,0,0,0,0,0,0,0,0,0
40,CAR-040,1999,3,Thalassionema frauenfeldii,0,0,0,0,0,0,0,0,0
40,CAR-040,1999,3,Thalassionema nitzschioides,0.04,0.04,0,0.287,0,0,0,0,0.3835
40,CAR-040,1999,3,Thalassiosira gravida,0,0,0,0,0,0,0,0,0
40,CAR-040,1999,3,Thalassiosira sp.,0,0,0,0,0,0,0.8335,0,0
40,CAR-040,1999,3,Thalassiosira subtilis,0,0,0,0,0,0,0,0,0
41,CAR-041,1999,4,Bacteriastrum delicatulum,0,0,0,0,0,0,0,0,0
41,CAR-041,1999,4,Bacteriastrum sp.,0,0,0,0,0,0,0,0,0
41,CAR-041,1999,4,Cerataulina pelagica,0.43,0,0,0,1.197,0,0,0,1.6345
41,CAR-041,1999,4,Chaetoceros affinis,0,0,0,0,0,0,0,0,0
41,CAR-041,1999,4,Chaetoceros compressus,0,0,0,0,0,1.405,0,0,1.405
41,CAR-041,1999,4,Chaetoceros decipiens,0,0,0,0,0,0,0,0,0
41,CAR-041,1999,4,Chaetoceros didymus,0,0,0,0,0,0,0,0,0
41,CAR-041,1999,4,Chaetoceros lorenzianus,0,0,0,0,0,0,0,0,0
41,CAR-041,1999,4,Chaetoceros sp.,0,0,0,0,2.538,0,0,0,2.538
41,CAR-041,1999,4,Cylindrotheca closterium,0,0.18,0.096,0,0,0,0,0,0.2835
41,CAR-041,1999,4,Dactyliosolen fragilissimus,0.62,7.25,3.401,2.474,17.526,11.272,2.999,0,42.554
41,CAR-041,1999,4,Eucampia zodiacus,0,0,0.048,0,0,0.1915,0,0,0.2395
41,CAR-041,1999,4,Guinardia delicatula,0,0,0,0,0,0,0,0.125,0
41,CAR-041,1999,4,Guinardia flaccida,0,0,0,0.191,0.048,0,0,0,0.2395
41,CAR-041,1999,4,Guinardia striata,0.06,0.55,0.048,0.096,10.223,33.907,5.8725,0.125,44.893
41,CAR-041,1999,4,Haslea wawrikae,0,0,0,0,0,0,0,0,0
41,CAR-041,1999,4,Helicotheca tamesis,0,0,0,0,0,0,0,0,0
41,CAR-041,1999,4,Hemiaulus hauckii,0,0,0,0,0,0,0,0,0
41,CAR-041,1999,4,Hemiaulus sinensis,0,0,0.096,0,0.048,0,0.0565,0,0.144
41,CAR-041,1999,4,Lauderia annulata,0,0,0,0,0.096,0,0.0565,0,0.096
41,CAR-041,1999,4,Leptocylindrus danicus,0.5,0,0,0,1.772,0.6385,0,0,2.9105
41,CAR-041,1999,4,Leptocylindrus mediterraneus,0,0,0,0,0,0,0,0,0
41,CAR-041,1999,4,Leptocylindrus minimus,0,0,0,0,0,0,0,0,0
41,CAR-041,1999,4,Navicula sp.,0.12,0.12,0,0.271,0,0.1595,0,0,0.681
41,CAR-041,1999,4,Nitzschia fluminensis,0,0,0,0,0,0,0,0,0
41,CAR-041,1999,4,Nitzschia longissima,0,0,0,0,0,0,0,0,0
41,CAR-041,1999,4,Proboscia alata,0.06,0.12,0.143,0,0.2395,0,0,0,0.5705
41,CAR-041,1999,4,Pseudo-nitzschia pungens,0,0,0,0,0,0,0,0,0
41,CAR-041,1999,4,Pseudo-nitzschia seriata,0,0,0,0,0,0,0,0,0
41,CAR-041,1999,4,Pseudo-nitzschia sp.,0,0,0,0,2.5135,0.6385,1.0705,0,3.152
41,CAR-041,1999,4,Rhizosolenia setigera,0,0,0,0,0,0,0,0,0
41,CAR-041,1999,4,Rhizosolenia styliformis,0.18,0.19,0.191,0.048,1.604,0,0,0,2.2225
41,CAR-041,1999,4,Skeletonema costatum,0,0,0,0,0,0,0,0,0
41,CAR-041,1999,4,Thalassionema frauenfeldii,0,0,0,0,0,0,0,0,0
41,CAR-041,1999,4,Thalassionema nitzschioides,0,0,0,0,0,0,0.0565,0,0
41,CAR-041,1999,4,Thalassiosira gravida,0,0,0,0,0,0,0,0,0
41,CAR-041,1999,4,Thalassiosira sp.,0,0,0,0,0,0,1.0145,0,0
41,CAR-041,1999,4,Thalassiosira subtilis,0,0,0,0,0,0,0,0,0
42,CAR-042,1999,5,Bacteriastrum delicatulum,1.01,0,0.096,0,1.8895,0,1.9155,0.2015,3.004
42,CAR-042,1999,5,Bacteriastrum sp.,0,1.27,0,0,0,0,0,0,1.277
42,CAR-042,1999,5,Cerataulina pelagica,0,0,0,0.638,0.3335,0,0,0.2015,0.9715
42,CAR-042,1999,5,Chaetoceros affinis,0.25,0,0,0,0,0,0,0,0.25
42,CAR-042,1999,5,Chaetoceros compressus,0,0,0,0.75,0,0,0,0,0.75
42,CAR-042,1999,5,Chaetoceros decipiens,0,0,0,0,0,0,0,0,0
42,CAR-042,1999,5,Chaetoceros didymus,0,0,0,0,0,0,0,3.065,0
42,CAR-042,1999,5,Chaetoceros lorenzianus,0,0,0,0,0,0,0,0,0
42,CAR-042,1999,5,Chaetoceros sp.,0.88,0,1.915,0.375,1.005,0,0,0,4.1815
42,CAR-042,1999,5,Cylindrotheca closterium,0,0,0.383,0,0,0,0,0,0.383
42,CAR-042,1999,5,Dactyliosolen fragilissimus,11.3,5.27,4.981,3.44,5.5185,1.081,4.0235,2.6895,31.6775
42,CAR-042,1999,5,Eucampia zodiacus,0,0.47,0,0,0.359,0,0,0,0.838
42,CAR-042,1999,5,Guinardia delicatula,0.41,0,0,0,0.479,0,0,0,0.896
42,CAR-042,1999,5,Guinardia flaccida,0,0.19,0.239,0.062,0.1195,0,0,0,0.614
42,CAR-042,1999,5,Guinardia striata,3,3.13,3.322,2.327,4.399,1.2415,0.7345,2.24,17.435
42,CAR-042,1999,5,Haslea wawrikae,0.08,0,0.096,0,0,0.104,0,0,0.2835
42,CAR-042,1999,5,Helicotheca tamesis,0,0,0,0,0,0,0,0,0
42,CAR-042,1999,5,Hemiaulus hauckii,0,0,0,0,0,0,0,0,0
42,CAR-042,1999,5,Hemiaulus sinensis,0.33,0.62,0,0.522,0.4425,0.569,0.048,0,2.4935
42,CAR-042,1999,5,Lauderia annulata,0,0,0,0,0,0,2.554,0,0
42,CAR-042,1999,5,Leptocylindrus danicus,0,0.38,0,0,0.479,0.048,0,0,0.9115
42,CAR-042,1999,5,Leptocylindrus mediterraneus,0,0,0,0,0,0,0,0,0
42,CAR-042,1999,5,Leptocylindrus minimus,0,0,0,0,0,0,0,0,0
42,CAR-042,1999,5,Navicula sp.,2.36,0,0.138,0,0.9215,0,0.048,0,3.4295
42,CAR-042,1999,5,Nitzschia fluminensis,0,0,0,0,0,0,0,0,0
42,CAR-042,1999,5,Nitzschia longissima,0,0,0,0,0,0,0,0,0
42,CAR-042,1999,5,Proboscia alata,0.13,0,0,0.062,0,0,0,0,0.194
42,CAR-042,1999,5,Pseudo-nitzschia pungens,0,0,0,0,0,0,0,0,0
42,CAR-042,1999,5,Pseudo-nitzschia seriata,0,0,0,0,0,0,0,0,0
42,CAR-042,1999,5,Pseudo-nitzschia sp.,2.37,0.62,1.437,0.062,14.438,0.527,0.24,0.2135,19.468
42,CAR-042,1999,5,Rhizosolenia setigera,0,0,0,0,0,0,0,0,0
42,CAR-042,1999,5,Rhizosolenia styliformis,0.19,0.48,0,0.062,0,0,0.048,0.0625,0.735
42,CAR-042,1999,5,Skeletonema costatum,0,0,0,0,0.838,0,0,0,0.838
42,CAR-042,1999,5,Thalassionema frauenfeldii,0,0,0,0,0,0,0,0,0
42,CAR-042,1999,5,Thalassionema nitzschioides,0.14,0,0,0,0,0.1915,7.024,0.0505,0.335
42,CAR-042,1999,5,Thalassiosira gravida,0,0,0,0,0,0,0,0,0
42,CAR-042,1999,5,Thalassiosira sp.,0,0,0,0,5.4350000000000005,0.048,5.1085,3.065,5.4830000000000005
42,CAR-042,1999,5,Thalassiosira subtilis,0,0,0,0,0,0,0,0,0
43,CAR-043,1999,6,Bacteriastrum delicatulum,0,0,0,0,0,0,0.958,0,0
43,CAR-043,1999,6,Bacteriastrum sp.,0,0,0,0,0,0,0,0,0
43,CAR-043,1999,6,Cerataulina pelagica,0,0,0,0,0,0,0,0,0
43,CAR-043,1999,6,Chaetoceros affinis,0,0,0,0,0,0,0,0,0
43,CAR-043,1999,6,Chaetoceros compressus,0,0,0,0,0,0,0,7.849,0
43,CAR-043,1999,6,Chaetoceros decipiens,0,0,0,0,0,0,0,0,0
43,CAR-043,1999,6,Chaetoceros didymus,0,0,0,0,0,0,0,0,0
43,CAR-043,1999,6,Chaetoceros lorenzianus,0,0,0,0,0,0,0,0,0
43,CAR-043,1999,6,Chaetoceros sp.,0,0,0,0,0,0,5.428,0,0
43,CAR-043,1999,6,Cylindrotheca closterium,0,11.4,0.357,0,0,0,0,0,11.851
43,CAR-043,1999,6,Dactyliosolen fragilissimus,0.59,0,0,0.479,0,0,1.273,0,1.069
43,CAR-043,1999,6,Eucampia zodiacus,0,0,0,0,0,0,0,0,0
43,CAR-043,1999,6,Guinardia delicatula,0,0,0,0,0,0,0,0,0
43,CAR-043,1999,6,Guinardia flaccida,0,0,0,0,0,0,0,0,0
43,CAR-043,1999,6,Guinardia striata,0,0.12,0,0,0,0,0,0.833,0.128
43,CAR-043,1999,6,Haslea wawrikae,0,0,0,0.16,0,0,0,0,0.16
43,CAR-043,1999,6,Helicotheca tamesis,0,0,0,0,0,0,0,0,0
43,CAR-043,1999,6,Hemiaulus hauckii,0,0,0,0,0,0,0,0,0
43,CAR-043,1999,6,Hemiaulus sinensis,0,0,1.071,0,0,0,0,0,1.071
43,CAR-043,1999,6,Lauderia annulata,0,0,0,0,0,0,0,1.25,0
43,CAR-043,1999,6,Leptocylindrus danicus,0,0,0,0,0,0,0,0.833,0
43,CAR-043,1999,6,Leptocylindrus mediterraneus,0,0,0,0,0,0,0,0,0
43,CAR-043,1999,6,Leptocylindrus minimus,0,0,0,0,0,0,0,0,0
43,CAR-043,1999,6,Navicula sp.,0.14,0,0,0,0.167,0.096,0,1.25,0.41
43,CAR-043,1999,6,Nitzschia fluminensis,0,0,0,0,0,0,0,0,0
43,CAR-043,1999,6,Nitzschia longissima,0,0,0,0,0,0,2.878,4.167,0
43,CAR-043,1999,6,Proboscia alata,0,0,0,0,0,0.196,0,0,0.196
43,CAR-043,1999,6,Pseudo-nitzschia pungens,0,0,0,0,0,0,0,0,0
43,CAR-043,1999,6,Pseudo-nitzschia seriata,0,0,0,0,0,0,0,0,0
43,CAR-043,1999,6,Pseudo-nitzschia sp.,0,0.63,0,0,0,0.096,5.428,10.834,0.735
43,CAR-043,1999,6,Rhizosolenia setigera,0,0,0,0,0,0,0,0,0
43,CAR-043,1999,6,Rhizosolenia styliformis,0,0,0,0,0,0,0,0,0
43,CAR-043,1999,6,Skeletonema costatum,0,0,0,0,0,0,0,0,0
43,CAR-043,1999,6,Thalassionema frauenfeldii,0,0,0,0,0,0,0,0,0
43,CAR-043,1999,6,Thalassionema nitzschioides,0,0,0,0,0,0,0,0,0
43,CAR-043,1999,6,Thalassiosira gravida,0,0,0,0,0,0,0,0,0
43,CAR-043,1999,6,Thalassiosira sp.,0,0,0,0,0,2.299,0,0,2.299
43,CAR-043,1999,6,Thalassiosira subtilis,15.1,7.15,37.5,36.22,285,0,593.86,1062.5,381.062
44,CAR-044,1999,7,Bacteriastrum delicatulum,0,0,0,0,0,0,0,0,0
44,CAR-044,1999,7,Bacteriastrum sp.,0,36.3,0,0,0.5,0,0,0,36.8945
44,CAR-044,1999,7,Cerataulina pelagica,0,0,0,0.639,0.192,0,0,0,0.831
44,CAR-044,1999,7,Chaetoceros affinis,0,0,0,0,0,0,0,0,0
44,CAR-044,1999,7,Chaetoceros anastomosans,0,0,0,0,0,0,0,0,0
44,CAR-044,1999,7,Chaetoceros compressus,0,0,0,0,0,0,0,0,0
44,CAR-044,1999,7,Chaetoceros decipiens,0,0,0,0,0,0,0,0,0
44,CAR-044,1999,7,Chaetoceros didymus,0,0,0,0,0,0,0,0,0
44,CAR-044,1999,7,Chaetoceros lorenzianus,0,0,0,0,0,0,0,0,0
44,CAR-044,1999,7,Chaetoceros sp.,4.67,3.44,0,8.065,1.23,0,0,0,17.414
44,CAR-044,1999,7,Cylindrotheca closterium,0,0,0,0.718,0,0,0.0835,0,0.7185
44,CAR-044,1999,7,Dactyliosolen fragilissimus,0,0,0,0,0,0,0,0,0
44,CAR-044,1999,7,Eucampia zodiacus,0,0,0,0,0,0,0,0,0
44,CAR-044,1999,7,Guinardia delicatula,0,0,0.768,34.98,1.728,0,0,0,37.4805
44,CAR-044,1999,7,Guinardia flaccida,0,0,0,0,0,0,0,0,0
44,CAR-044,1999,7,Guinardia striata,0,0,0.104,2.236,0.768,0,0.501,0.0625,3.1085
44,CAR-044,1999,7,Haslea wawrikae,0,0,0,0,0,0,0,0,0
44,CAR-044,1999,7,Helicotheca tamesis,0,0,0,0,0,0,0,0,0
44,CAR-044,1999,7,Hemiaulus hauckii,0,0,0,0,0,0,0,0,0
44,CAR-044,1999,7,Hemiaulus sinensis,0,0.09,0,1.597,0.25,0,0,0,1.9435
44,CAR-044,1999,7,Lauderia annulata,0,0,0,0.958,0,0,0,0,0.958
44,CAR-044,1999,7,Leptocylindrus danicus,0,0,0,1.597,0,0,0,0,1.5975
44,CAR-044,1999,7,Leptocylindrus mediterraneus,0,0,0,0,0,0,0,0,0
44,CAR-044,1999,7,Leptocylindrus minimus,0,0,0,0,0,0,0,0,0
44,CAR-044,1999,7,Navicula sp.,0,0,0,0,0,0,0,0,0
44,CAR-044,1999,7,Nitzschia fluminensis,0,0,0,0,0,0,0,0,0
44,CAR-044,1999,7,Nitzschia longissima,0,0,0.096,0.319,0,0,0,0,0.4155
44,CAR-044,1999,7,Proboscia alata,0,0,0,0,0.25,0,0.668,0,0.25
44,CAR-044,1999,7,Pseudo-nitzschia pungens,0,0,0,0,0,0,0,0,0
44,CAR-044,1999,7,Pseudo-nitzschia seriata,0,0,0,0,0,0,0,0,0
44,CAR-044,1999,7,Pseudo-nitzschia sp.,0,0.48,0.496,9.903,2.592,0,0,0,13.474
44,CAR-044,1999,7,Rhizosolenia setigera,0,0,0,0,0,0,0,0,0
44,CAR-044,1999,7,Rhizosolenia styliformis,0,0,0,0,0,0,0,0,0
44,CAR-044,1999,7,Skeletonema costatum,3.64,7.49,0,3.195,0,0,0,0,14.3395
44,CAR-044,1999,7,Thalassionema frauenfeldii,0,0,0,0,0,0,0,0,0
44,CAR-044,1999,7,Thalassionema nitzschioides,0,0,0,2.874,0.788,0,0,0,3.662
44,CAR-044,1999,7,Thalassiosira gravida,0,0,0,0,0,0,0,0,0
44,CAR-044,1999,7,Thalassiosira sp.,0.96,0.79,0,5.746,0,0,0,0,7.504
44,CAR-044,1999,7,Thalassiosira subtilis,31.2,38.1,0,0,0,0,0,0,69.413
45,CAR-045,1999,8,Bacteriastrum delicatulum,0,0,0,0,0,0,0,0,0
45,CAR-045,1999,8,Bacteriastrum sp.,0,0,0,0,0,0.638,0,0,0.638
45,CAR-045,1999,8,Cerataulina pelagica,0,0.31,0,0,0,0.9575,0,0,1.2695
45,CAR-045,1999,8,Chaetoceros affinis,0,0,0,0,0,0,0,0,0
45,CAR-045,1999,8,Chaetoceros anastomosans,0,0,0,0,0,0,0,0,0
45,CAR-045,1999,8,Chaetoceros compressus,0,0,0,0,2.8,0.638,0,0,3.438
45,CAR-045,1999,8,Chaetoceros decipiens,0,0,0,0,0,0,0,0,0
45,CAR-045,1999,8,Chaetoceros didymus,0,0,0,0,0,0,0,0,0
45,CAR-045,1999,8,Chaetoceros lorenzianus,0,0,0,0,0,0,0,0,0
45,CAR-045,1999,8,Chaetoceros sp.,0,0,0,0.42,0.278,0.1915,0,0,0.8895
45,CAR-045,1999,8,Cylindrotheca closterium,0,0,0,0,0.278,0.1915,0,0,0.4695
45,CAR-045,1999,8,Dactyliosolen fragilissimus,0,0,0,0,0,0,0,0,0
45,CAR-045,1999,8,Eucampia zodiacus,0,0,0,0,0,0,0,0,0
45,CAR-045,1999,8,Guinardia delicatula,0,0.14,0,0,1.495,8.472,0.375,0,10.107
45,CAR-045,1999,8,Guinardia flaccida,0,0,0,0,0,0.1915,0,0,0.1915
45,CAR-045,1999,8,Guinardia striata,0,0,0.48,0,0.139,3.223,0.24,0,3.842
45,CAR-045,1999,8,Haslea wawrikae,0,0,0,0,0,0,0,0,0
45,CAR-045,1999,8,Helicotheca tamesis,0,0,0,0,0,0,0,0,0
45,CAR-045,1999,8,Hemiaulus hauckii,0,0,0,0,0,0,0,0,0
45,CAR-045,1999,8,Hemiaulus sinensis,0,0,0.48,0,0,0,0,0,0.48
45,CAR-045,1999,8,Lauderia annulata,0,0,0,0,0,0,0,0,0
45,CAR-045,1999,8,Leptocylindrus danicus,0,0,0,0,0,0,0,0,0
45,CAR-045,1999,8,Leptocylindrus mediterraneus,0,0,0,0,0,0,0,0,0
45,CAR-045,1999,8,Leptocylindrus minimus,0,0,0,0,0,0,0,0,0
45,CAR-045,1999,8,Navicula sp.,0,0,0.312,0,0.8,0.957,0,0,2.069
45,CAR-045,1999,8,Nitzschia fluminensis,0,0,0,0,0,0,0,0,0
45,CAR-045,1999,8,Nitzschia longissima,0,0.14,0,0,0,0.5745,0,0,0.7145
45,CAR-045,1999,8,Proboscia alata,0,0,0,0.28,0,0,0,0,0.28
45,CAR-045,1999,8,Pseudo-nitzschia pungens,0,0,0,0,0,0,0,0,0
45,CAR-045,1999,8,Pseudo-nitzschia seriata,0,0,0,0,0,0,0,0,0
45,CAR-045,1999,8,Pseudo-nitzschia sp.,0,0,0.14,0.312,0.4,22.992,0,0.8,23.844
45,CAR-045,1999,8,Rhizosolenia setigera,0,0,0,0,0,0,0,0,0
45,CAR-045,1999,8,Rhizosolenia styliformis,0,0,0,0,0,0.319,0,0,0.319
45,CAR-045,1999,8,Skeletonema costatum,0,0,0,0,0,0,0,0,0
45,CAR-045,1999,8,Thalassionema frauenfeldii,0,0,0,0,0.8,1.117,0,0,1.917
45,CAR-045,1999,8,Thalassionema nitzschioides,0,0,0,0,0,0,0,0,0
45,CAR-045,1999,8,Thalassiosira gravida,0,0,0,0,0,0,0,0,0
45,CAR-045,1999,8,Thalassiosira sp.,8.35,0,0,0.4,0,0.383,0,0,9.142
45,CAR-045,1999,8,Thalassiosira subtilis,0,0.31,0,0,33.125,665.81,22.375,0,699.247
46,CAR-046,1999,9,Bacteriastrum delicatulum,0,0,0,0,0,0,0,0,0
46,CAR-046,1999,9,Bacteriastrum sp.,0,0,0,0,0,0,0,0,0
46,CAR-046,1999,9,Cerataulina pelagica,0,0,0,0,0,1.278,0,0,1.278
46,CAR-046,1999,9,Chaetoceros affinis,0,0,0,0,0,0,0,0,0
46,CAR-046,1999,9,Chaetoceros anastomosans,0,0,0,0,0,0,0,0,0
46,CAR-046,1999,9,Chaetoceros compressus,0,0,0,0,0,0,0,0,0
46,CAR-046,1999,9,Chaetoceros decipiens,0,0,0,0,0,0,0,0,0
46,CAR-046,1999,9,Chaetoceros didymus,0,0,0,0,0,0,0,0,0
46,CAR-046,1999,9,Chaetoceros lorenzianus,0,0,0,0,0,0,0,0,0
46,CAR-046,1999,9,Chaetoceros sp.,0,0,0,0,0,3.582,0,0,3.582
46,CAR-046,1999,9,Cylindrotheca closterium,0,0,0,0,0,0,0,0,0
46,CAR-046,1999,9,Dactyliosolen fragilissimus,0,0,0,0,0,0,0,0,0
46,CAR-046,1999,9,Eucampia zodiacus,0,0,0,0,0,0,0,0,0
46,CAR-046,1999,9,Guinardia delicatula,0,0,0,0,0,7.3485,0,0,7.3485
46,CAR-046,1999,9,Guinardia flaccida,0,0,0,0,0,0,0,0,0
46,CAR-046,1999,9,Guinardia striata,0,0,0,0,0,4.7925,0,0,4.7925
46,CAR-046,1999,9,Haslea wawrikae,0,0,0,0,0,0.639,0,0,0.639
46,CAR-046,1999,9,Helicotheca tamesis,0,0,0,0,0,1.0545,0,0,1.0545
46,CAR-046,1999,9,Hemiaulus hauckii,0,0,0,0,0,0.096,0,0,0.096
46,CAR-046,1999,9,Hemiaulus sinensis,0,0,0,0.083,0,1.917,0,0,2.0005
46,CAR-046,1999,9,Lauderia annulata,0,0,0,0,0,1.8855,0,0,1.8855
46,CAR-046,1999,9,Leptocylindrus danicus,0,0,0,0,0,0,0,0,0
46,CAR-046,1999,9,Leptocylindrus mediterraneus,0,0,0,0,0,0,0,0,0
46,CAR-046,1999,9,Leptocylindrus minimus,0,0,0,0,0,0.48,0,0,0.48
46,CAR-046,1999,9,Navicula sp.,0,0,0,0,0,0,0,0,0
46,CAR-046,1999,9,Nitzschia fluminensis,0,0,0,0,0,0,0,0,0
46,CAR-046,1999,9,Nitzschia longissima,0,0,0,0,0,0,0,0,0
46,CAR-046,1999,9,Proboscia alata,0,0,0,0,0,0,0,0,0
46,CAR-046,1999,9,Pseudo-nitzschia pungens,0,0,0,0,0,0,0,0,0
46,CAR-046,1999,9,Pseudo-nitzschia seriata,0,0,0,0,0,0,0,0,0
46,CAR-046,1999,9,Pseudo-nitzschia sp.,0,0.19,0,0,0,0.576,0,0,0.768
46,CAR-046,1999,9,Rhizosolenia setigera,0,0,0,0,0,0,0,0,0
46,CAR-046,1999,9,Rhizosolenia styliformis,0,0,0,0,0,0.9585,0,0,0.9585
46,CAR-046,1999,9,Skeletonema costatum,0,0,0,0,0,7.668,0,0,7.668
46,CAR-046,1999,9,Thalassionema frauenfeldii,0,0.04,0,0,0,1.278,0.144,0.048,1.326
46,CAR-046,1999,9,Thalassionema nitzschioides,0,0,0,0,0,0,0,0,0
46,CAR-046,1999,9,Thalassiosira gravida,0,0,0,0,0,0,0,0,0
46,CAR-046,1999,9,Thalassiosira sp.,0,0,0,0,0,7.221,0,0,7.221
46,CAR-046,1999,9,Thalassiosira subtilis,0,0,0,0,0,0,0,0,0
47,CAR-047,1999,10,Bacteriastrum delicatulum,0,0,0,0,0,0,0,0,0
47,CAR-047,1999,10,Bacteriastrum sp.,0,0,0,0,0,0,0,0,0
47,CAR-047,1999,10,Cerataulina pelagica,0,0,0,0,0,0,0.064,0,0
47,CAR-047,1999,10,Chaetoceros affinis,0,0,0,0,0,0,0,0,0
47,CAR-047,1999,10,Chaetoceros anastomosans,0,0,0,0,0,0,0,0,0
47,CAR-047,1999,10,Chaetoceros compressus,0,0,0,0,0,0,0,0,0
47,CAR-047,1999,10,Chaetoceros decipiens,0,0,0,0,0,0,0,0,0
47,CAR-047,1999,10,Chaetoceros didymus,0,0,0,0,0,0,0,0,0
47,CAR-047,1999,10,Chaetoceros lorenzianus,0,0,0,0,0,0,0,0,0
47,CAR-047,1999,10,Chaetoceros sp.,0,0,0,0,0,0,0,0,0
47,CAR-047,1999,10,Cylindrotheca closterium,0,0,0,0,0,0,0,0,0
47,CAR-047,1999,10,Dactyliosolen fragilissimus,0,0,0,0,0,0,0,0,0
47,CAR-047,1999,10,Eucampia zodiacus,0,0,0,0,0,0,0,0,0
47,CAR-047,1999,10,Guinardia delicatula,0,0,0,0,0,0,0,0,0
47,CAR-047,1999,10,Guinardia flaccida,0,0,0,0,0,0,0,0,0
47,CAR-047,1999,10,Guinardia striata,0,0,0,0,0,0,0,0.192,0
47,CAR-047,1999,10,Haslea wawrikae,0,0,0,0,0,0,0,0,0
47,CAR-047,1999,10,Helicotheca tamesis,0,0,0,0,0,0,0,0,0
47,CAR-047,1999,10,Hemiaulus hauckii,0,0,0,0,0,0,0,0,0
47,CAR-047,1999,10,Hemiaulus sinensis,0.25,0,0,0,0,0,0.128,0,0.256
47,CAR-047,1999,10,Lauderia annulata,0,0,0,0,0,0,0,0,0
47,CAR-047,1999,10,Leptocylindrus danicus,0,0,0,0,0,0,0,0,0
47,CAR-047,1999,10,Leptocylindrus mediterraneus,0,0,0,0,0,0,0,0,0
47,CAR-047,1999,10,Leptocylindrus minimus,0,0,0,0,0,0,0,0,0
47,CAR-047,1999,10,Navicula sp.,0,0.33,0,0,0,0,0.1475,0.064,0.334
47,CAR-047,1999,10,Nitzschia fluminensis,0,0,0,0,0,0,0,0,0
47,CAR-047,1999,10,Nitzschia longissima,0.19,0,0,0,0,0.0835,0,0,0.2755
47,CAR-047,1999,10,Proboscia alata,0,0,0,0,0,0,0,0,0
47,CAR-047,1999,10,Pseudo-nitzschia pungens,0,0,0,0,0,0,0,0,0
47,CAR-047,1999,10,Pseudo-nitzschia seriata,0,0,0,0,0,0,0,0,0
47,CAR-047,1999,10,Pseudo-nitzschia sp.,0,0,0,0,0.32,0,0,0,0.32
47,CAR-047,1999,10,Rhizosolenia setigera,0,0,0,0,0,0,0,0,0
47,CAR-047,1999,10,Rhizosolenia styliformis,0,0,0,0,0,0,0,0,0
47,CAR-047,1999,10,Skeletonema costatum,0,0,0,0,0,0,0,0,0
47,CAR-047,1999,10,Thalassionema nitzschioides,0,0,0,0,0,0,0,0,0
47,CAR-047,1999,10,Thalassiosira gravida,0,0,0,0,0,0,0,0,0
47,CAR-047,1999,10,Thalassiosira sp.,0,0,0,0,0,0,0,0,0
47,CAR-047,1999,10,Thalassiosira subtilis,0,0,0,0,0,0,0,0,0
48,CAR-048,1999,11,Bacteriastrum delicatulum,0,0,0,0,0,0,0,0,0
48,CAR-048,1999,11,Bacteriastrum sp.,0,0,0,0,0,0,0,0,0
48,CAR-048,1999,11,Cerataulina pelagica,0,0,0,0,0,0,0,0,0
48,CAR-048,1999,11,Chaetoceros affinis,0,0,0,0,0,0,0,0,0
48,CAR-048,1999,11,Chaetoceros anastomosans,0,0,0,0,0,0,0,0,0
48,CAR-048,1999,11,Chaetoceros compressus,0,0,0,0,0,0,0,0,0
48,CAR-048,1999,11,Chaetoceros decipiens,0,0,0,0,0,0,0,0,0
48,CAR-048,1999,11,Chaetoceros didymus,0,0,0,0,0,0,0,0,0
48,CAR-048,1999,11,Chaetoceros lorenzianus,0,0,0,0,0,0,0,0,0
48,CAR-048,1999,11,Chaetoceros sp.,0,0,0,0,0,0,0,0,0
